Frame Id, IoU, Bbox Center Precision
3,0.36363636363636365,4.47213595499958
4,0.49210935763503,4.123105625617661
5,0.5496828752642706,2.0
6,0.5785358919687278,0.0
7,0.6677441077441078,1.0
8,0.8499914280816047,4.123105625617661
9,0.9114963503649635,4.0
10,0.8619390202124015,4.0
11,0.7489657210401891,5.0990195135927845
12,0.6011154219204655,7.0
13,0.5720430107526882,11.045361017187261
14,0.5407532321528948,14.0
15,0.5243719132488727,11.180339887498949
16,0.5018927444794953,9.055385138137417
17,0.49433962264150944,6.324555320336759
18,0.5062132112491825,2.8284271247461903
19,0.5616534329752452,2.23606797749979
20,0.7169700528479155,2.8284271247461903
21,0.7927152317880795,1.4142135623730951
22,0.815439385422522,1.4142135623730951
23,0.8803313359182234,3.0
24,0.7370222475755848,4.123105625617661
25,0.6011229243817943,10.198039027185569
26,0.5592878736983541,11.40175425099138
27,0.5130964467005076,10.198039027185569
28,0.5093486747483049,5.830951894845301
29,0.5686100642872978,5.0
30,0.7199481118477947,5.0
31,0.752187551593198,5.385164807134504
32,0.6986301369863014,5.830951894845301
33,0.7977839335180056,5.385164807134504
34,0.771716572783872,5.0990195135927845
35,0.6260245901639344,10.198039027185569
36,0.6063274624918461,14.035668847618199
37,0.525078221295155,12.041594578792296
38,0.5626726695999181,9.848857801796104
39,0.582089552238806,6.082762530298219
40,0.5918367346938775,5.385164807134504
41,0.6733540873976709,2.23606797749979
42,0.6900549115314216,3.0
43,0.8133179922335683,5.0990195135927845
44,0.7586750788643533,6.708203932499369
45,0.648854961832061,7.280109889280518
46,0.5495039054253748,9.433981132056603
47,0.5888066604995374,8.94427190999916
48,0.5394199346405228,6.0
49,0.5788079470198676,6.708203932499369
50,0.6412966878083157,7.211102550927978
51,0.7054641211323239,9.433981132056603
52,0.6582427270055833,5.385164807134504
53,0.6728359908883826,4.123105625617661
54,0.7795722391968573,5.385164807134504
55,0.6785714285714286,6.082762530298219
56,0.5563592525617842,9.219544457292887
57,0.4771258723184285,12.165525060596439
58,0.4440993788819876,12.165525060596439
59,0.44713375796178345,9.486832980505138
60,0.4265923566878981,5.0
61,0.4638186573670445,2.23606797749979
62,0.4879120879120879,6.708203932499369
63,0.6142255139828885,6.324555320336759
64,0.33788794287283713,6.324555320336759
65,0.5198752922837101,5.830951894845301
66,0.2644792443450162,4.123105625617661
67,0.41964285714285715,12.041594578792296
68,0.42236119585112875,11.0
69,0.4960470674756389,7.211102550927978
70,0.48072383949645947,4.47213595499958
71,0.486908077994429,3.605551275463989
72,0.5203940886699507,5.656854249492381
73,0.6090592334494773,5.0
74,0.6586284853051997,5.656854249492381
75,0.8460111317254174,5.0
76,0.7127545551982851,5.656854249492381
77,0.538659793814433,8.06225774829855
78,0.5337423312883436,5.385164807134504
79,0.5167214912280702,3.1622776601683795
80,0.4868421052631579,2.8284271247461903
81,0.559073138171069,6.0
89,0.6146158650843223,8.602325267042627
90,0.5984188120818974,10.816653826391969
92,0.6660812294182218,3.0
93,0.7109891480603717,1.0
94,0.8841732979664014,5.0
95,0.7692307692307693,4.47213595499958
96,0.6741573033707865,2.0
97,0.7272291466922339,3.605551275463989
98,0.5540540540540541,4.47213595499958
99,0.537022186581128,1.4142135623730951
100,0.4788273615635179,2.23606797749979
101,0.49567064205195227,5.0990195135927845
102,0.5442969384990517,5.0
103,0.6555689409703209,5.0990195135927845
104,0.7453597762522247,5.0990195135927845
105,0.8568401937046005,2.23606797749979
106,0.9447004608294931,2.23606797749979
107,0.7057136026775042,4.242640687119285
108,0.5517437452615618,5.0
109,0.5085774610715228,4.47213595499958
110,0.47165160230073955,1.0
111,0.475032637075718,3.0
112,0.5004566968363364,5.0
113,0.512455204964601,7.0
114,0.5807703502474046,8.06225774829855
115,0.7053971246759368,9.219544457292887
116,0.647887323943662,6.708203932499369
117,0.7144365666012973,4.47213595499958
118,0.8092634287552267,4.123105625617661
119,0.8947855600123419,4.123105625617661
120,0.755409917150983,4.47213595499958
121,0.6660812294182218,4.123105625617661
122,0.6171684296175752,7.0
123,0.5910773426845899,5.0
124,0.6171684296175752,2.8284271247461903
125,0.6721311475409836,3.605551275463989
126,0.7026356222668715,5.0
127,0.6319444444444444,9.055385138137417
128,0.5254825860484118,10.0
129,0.5361452103661736,10.0
130,0.4480765188143788,7.0710678118654755
131,0.5433467741935484,6.708203932499369
132,0.5508092977972496,3.0
133,0.6947761194029851,3.605551275463989
134,0.7263621794871795,1.0
135,0.8367346938775511,3.1622776601683795
136,0.8381802476245321,2.23606797749979
137,0.8272236430804206,1.0
138,0.9001236858379715,1.0
139,0.8703646950658903,1.4142135623730951
140,0.8096491228070175,2.0
141,0.8575410343759677,5.656854249492381
142,0.8416200197563385,2.23606797749979
143,0.8975382568196939,1.0
144,0.9366151866151866,1.0
145,0.8568064753495217,1.0
146,0.7971929824561403,2.0
147,0.5939869281045752,2.23606797749979
148,0.6196099972535017,4.123105625617661
149,0.5754083829302267,8.06225774829855
150,0.4855267405574088,6.082762530298219
151,0.46136663620672147,2.0
152,0.4906597559658784,1.0
153,0.5475728155339806,3.0
154,0.4562727018720313,2.0
155,0.3955431754874652,1.0
156,0.45373714920811337,2.0
157,0.42835595776772245,1.0
158,0.5252140818268316,2.0
159,0.4383561643835616,6.082762530298219
160,0.4152046783625731,8.246211251235321
161,0.39444444444444443,6.082762530298219
162,0.3649397197784295,2.0
163,0.3720316622691293,2.0
164,0.4280834914611006,1.0
165,0.5338345864661654,1.4142135623730951
166,0.6794258373205742,3.605551275463989
167,0.7071272953625894,4.123105625617661
168,0.6536248561565017,5.385164807134504
169,0.5066904549509367,6.324555320336759
170,0.4361263077070736,8.06225774829855
171,0.42953020134228187,8.06225774829855
172,0.4236006051437216,4.47213595499958
173,0.46291166512773163,1.0
174,0.5168922761915595,2.0
175,0.5627433739479965,3.605551275463989
176,0.5772989225757955,4.123105625617661
177,0.6188316884502534,6.082762530298219
178,0.6118143459915611,5.0990195135927845
179,0.5463322736371129,2.8284271247461903
180,0.5010118223452977,2.23606797749979
181,0.49569707401032703,2.23606797749979
182,0.5172072567344694,2.23606797749979
183,0.5865580448065173,2.23606797749979
190,0.42708706556789683,12.041594578792296
191,0.47136864696127206,11.40175425099138
192,0.44481266685077786,10.44030650891055
193,0.47136864696127206,4.123105625617661
194,0.49482846902201744,2.23606797749979
195,0.601353044349787,0.0
196,0.35742444152431013,3.605551275463989
197,0.7492143306096795,3.605551275463989
198,0.3797340515064804,7.0
199,0.30839631144699436,9.219544457292887
200,0.28128754821981916,7.211102550927978
201,0.32235479031220976,4.47213595499958
202,0.3573200992555831,6.082762530298219
203,0.38971583220568334,5.0
204,0.5604606525911708,2.23606797749979
205,0.5089156626506024,6.0
206,0.7052096569250318,4.47213595499958
207,0.6699955283946937,7.280109889280518
208,0.49133727565100116,6.082762530298219
209,0.39946018893387314,8.246211251235321
210,0.36891977258370184,5.0
211,0.3850406504065041,3.0
212,0.43168352930453013,2.23606797749979
213,0.47881912850065717,4.0
214,0.4902186421173763,2.23606797749979
215,0.6717123935666982,0.0
216,0.7424189613105612,1.0
217,0.7424189613105612,0.0
218,0.5366591080876795,2.0
219,0.4679721208098241,3.1622776601683795
220,0.4307406259683917,4.47213595499958
221,0.478329216258702,0.0
222,0.5808608441287088,4.47213595499958
223,0.7043650793650794,4.123105625617661
224,0.8223938223938224,5.656854249492381
225,0.7043650793650794,2.8284271247461903
226,0.5263157894736842,6.324555320336759
227,0.4259634888438134,6.324555320336759
228,0.3902714932126697,9.219544457292887
229,0.44202434336963486,2.8284271247461903
230,0.4233128834355828,2.23606797749979
231,0.49244213509683515,4.0
232,0.5429326287978864,4.0
233,0.6863727454909819,5.385164807134504
234,0.8087367178276269,2.0
235,0.8418777022853613,4.47213595499958
236,0.6995073891625616,6.324555320336759
237,0.5336866010598031,10.198039027185569
238,0.4583109198493814,8.0
239,0.47286047286047284,8.06225774829855
240,0.4712566844919786,7.211102550927978
241,0.5257142857142857,7.211102550927978
242,0.5954465849387041,6.082762530298219
243,0.7232142857142857,2.8284271247461903
244,0.8452481076534903,2.23606797749979
245,0.8324768756423433,1.0
246,0.7066950053134963,4.123105625617661
247,0.4938422143641019,8.06225774829855
248,0.44776119402985076,7.0
249,0.3978779840848806,6.0
250,0.3965039437220209,4.123105625617661
251,0.42468480424684807,2.0
252,0.4722287321303023,2.23606797749979
