Frame Id, IoU, Bbox Center Precision
2,0.011783567134268537,119.26860441876563
3,0.36363636363636365,36.68787265568828
4,0.49210935763503,10.198039027185569
5,0.5496828752642706,3.605551275463989
6,0.5785358919687278,4.0
7,0.6677441077441078,3.0
8,0.8499914280816047,3.1622776601683795
9,0.9114963503649635,1.0
10,0.8619390202124015,2.23606797749979
11,0.7489657210401891,1.0
12,0.6011154219204655,3.605551275463989
13,0.5720430107526882,4.47213595499958
14,0.5407532321528948,9.055385138137417
15,0.5243719132488727,11.0
16,0.5018927444794953,10.198039027185569
17,0.49433962264150944,6.324555320336759
18,0.5062132112491825,2.0
19,0.5616534329752452,5.0
20,0.7169700528479155,5.656854249492381
21,0.7927152317880795,5.0
22,0.815439385422522,3.605551275463989
23,0.8803313359182234,3.1622776601683795
24,0.7370222475755848,2.23606797749979
25,0.6011229243817943,5.0
26,0.5592878736983541,8.06225774829855
27,0.5130964467005076,8.94427190999916
28,0.5093486747483049,7.211102550927978
29,0.5686100642872978,6.4031242374328485
30,0.7199481118477947,5.0990195135927845
31,0.752187551593198,6.4031242374328485
32,0.6986301369863014,7.0710678118654755
33,0.7977839335180056,5.0
34,0.771716572783872,6.4031242374328485
35,0.6260245901639344,6.0
36,0.6063274624918461,11.045361017187261
37,0.525078221295155,12.0
38,0.5626726695999181,10.198039027185569
39,0.582089552238806,8.0
40,0.5918367346938775,4.123105625617661
41,0.6733540873976709,3.1622776601683795
42,0.6900549115314216,3.605551275463989
43,0.8133179922335683,4.123105625617661
44,0.7586750788643533,5.0
45,0.648854961832061,8.246211251235321
46,0.5495039054253748,8.48528137423857
47,0.5888066604995374,10.0
48,0.5394199346405228,6.324555320336759
49,0.5788079470198676,7.615773105863909
50,0.6412966878083157,7.211102550927978
51,0.7054641211323239,7.0710678118654755
52,0.6582427270055833,7.211102550927978
53,0.6728359908883826,6.708203932499369
54,0.7795722391968573,5.0
55,0.6785714285714286,4.47213595499958
56,0.5563592525617842,6.324555320336759
57,0.4771258723184285,10.44030650891055
58,0.4440993788819876,12.36931687685298
59,0.44713375796178345,13.601470508735444
60,0.4265923566878981,10.770329614269007
61,0.4638186573670445,5.656854249492381
62,0.4879120879120879,8.54400374531753
63,0.6142255139828885,8.246211251235321
64,0.33788794287283713,8.54400374531753
65,0.5198752922837101,12.206555615733702
66,0.2644792443450162,5.385164807134504
67,0.41964285714285715,12.165525060596439
68,0.42236119585112875,12.0
69,0.4960470674756389,10.198039027185569
70,0.48072383949645947,7.211102550927978
71,0.486908077994429,4.47213595499958
72,0.5203940886699507,4.47213595499958
73,0.6090592334494773,4.123105625617661
74,0.6586284853051997,4.47213595499958
75,0.8460111317254174,4.47213595499958
76,0.7127545551982851,6.4031242374328485
77,0.538659793814433,9.848857801796104
78,0.5337423312883436,8.94427190999916
79,0.5167214912280702,9.486832980505138
80,0.4868421052631579,4.47213595499958
81,0.559073138171069,8.246211251235321
82,0.559073138171069,6.708203932499369
83,0.5671858372835445,6.082762530298219
84,0.5671858372835445,7.810249675906654
85,0.5609944112545769,12.041594578792296
86,0.5609944112545769,15.264337522473747
87,0.45693563009972804,18.788294228055936
88,0.6267406554287509,9.486832980505138
89,0.6146158650843223,9.848857801796104
90,0.5984188120818974,11.661903789690601
91,0.5208333333333334,13.152946437965905
92,0.6660812294182218,5.0
93,0.7109891480603717,6.082762530298219
94,0.8841732979664014,1.0
95,0.7692307692307693,5.0
96,0.6741573033707865,7.0710678118654755
97,0.7272291466922339,3.1622776601683795
98,0.5540540540540541,4.123105625617661
99,0.537022186581128,2.23606797749979
100,0.4788273615635179,4.123105625617661
101,0.49567064205195227,2.23606797749979
102,0.5442969384990517,3.605551275463989
103,0.6555689409703209,4.47213595499958
104,0.7453597762522247,5.385164807134504
105,0.8568401937046005,3.605551275463989
106,0.9447004608294931,2.23606797749979
107,0.7057136026775042,4.242640687119285
108,0.5517437452615618,4.0
109,0.5085774610715228,6.082762530298219
110,0.47165160230073955,5.0
111,0.475032637075718,3.605551275463989
112,0.5004566968363364,2.23606797749979
113,0.512455204964601,5.385164807134504
114,0.5807703502474046,8.246211251235321
115,0.7053971246759368,8.0
116,0.647887323943662,8.0
117,0.7144365666012973,6.324555320336759
118,0.8092634287552267,2.23606797749979
119,0.8947855600123419,4.47213595499958
120,0.755409917150983,1.0
121,0.6660812294182218,3.0
122,0.6171684296175752,6.324555320336759
123,0.5910773426845899,5.385164807134504
124,0.6171684296175752,2.0
125,0.6721311475409836,4.0
126,0.7026356222668715,7.280109889280518
127,0.6319444444444444,10.770329614269007
128,0.5254825860484118,15.132745950421556
129,0.5361452103661736,15.0
130,0.4480765188143788,16.0312195418814
131,0.5433467741935484,13.152946437965905
132,0.5508092977972496,12.0
133,0.6947761194029851,8.06225774829855
134,0.7263621794871795,7.0
135,0.8367346938775511,2.0
136,0.8381802476245321,1.0
