271,1,4.96,236.61,60.82,233.76,1,-1,-1,-1
272,1,16.42,241.17,60.26,225.92,1,-1,-1,-1
273,1,23.11,243.47,62.03,223.30,1,-1,-1,-1
274,1,29.01,246.35,64.79,221.09,1,-1,-1,-1
275,1,31.83,250.10,67.79,217.60,1,-1,-1,-1
276,1,32.11,249.24,72.46,217.88,1,-1,-1,-1
277,1,30.18,250.91,78.41,222.19,1,-1,-1,-1
278,1,30.57,257.54,82.07,217.73,1,-1,-1,-1
279,1,34.99,259.81,81.55,216.35,1,-1,-1,-1
280,1,34.11,273.20,78.98,198.22,1,-1,-1,-1
281,1,40.73,264.15,86.75,209.15,1,-1,-1,-1
282,1,49.02,292.63,76.26,177.94,1,-1,-1,-1
283,1,54.34,298.04,73.94,172.53,1,-1,-1,-1
309,1,242.83,263.02,90.32,200.98,1,-1,-1,-1
310,1,255.91,265.48,90.46,195.33,1,-1,-1,-1
311,1,259.38,267.85,91.08,189.85,1,-1,-1,-1
312,1,260.14,270.80,92.53,188.85,1,-1,-1,-1
313,1,267.66,272.59,88.54,183.95,1,-1,-1,-1
314,1,266.54,272.00,88.65,183.36,1,-1,-1,-1
315,1,270.80,269.84,89.38,187.69,1,-1,-1,-1
316,1,279.62,263.87,89.15,194.49,1,-1,-1,-1
317,1,287.21,262.89,86.09,196.44,1,-1,-1,-1
318,1,296.68,260.61,83.04,197.82,1,-1,-1,-1
319,1,305.11,259.77,79.64,197.66,1,-1,-1,-1
320,1,311.88,260.80,77.32,196.91,1,-1,-1,-1
321,1,318.52,261.89,76.34,195.27,1,-1,-1,-1
322,1,324.87,262.35,77.04,195.28,1,-1,-1,-1
323,1,331.40,264.52,77.79,192.63,1,-1,-1,-1
324,1,336.23,264.71,80.11,192.93,1,-1,-1,-1
325,1,336.82,264.13,82.98,194.36,1,-1,-1,-1
326,1,336.41,266.56,84.20,192.26,1,-1,-1,-1
327,1,335.67,269.49,84.67,188.79,1,-1,-1,-1
328,1,335.42,269.26,86.31,189.49,1,-1,-1,-1
329,1,338.90,269.82,86.78,187.77,1,-1,-1,-1
330,1,343.10,271.36,86.79,185.80,1,-1,-1,-1
331,1,347.50,271.26,86.13,185.08,1,-1,-1,-1
332,1,356.73,271.87,83.69,182.17,1,-1,-1,-1
333,1,368.49,269.41,81.17,181.11,1,-1,-1,-1
334,1,379.82,267.16,81.26,183.41,1,-1,-1,-1
335,1,385.95,266.94,81.04,182.90,1,-1,-1,-1
361,1,511.19,287.90,77.86,169.00,1,-1,-1,-1
362,1,508.29,288.93,78.69,168.14,1,-1,-1,-1
363,1,509.32,287.92,80.37,171.90,1,-1,-1,-1
364,1,510.20,287.51,81.06,172.63,1,-1,-1,-1
365,1,512.86,288.67,81.67,170.24,1,-1,-1,-1
366,1,523.65,290.42,80.78,165.98,1,-1,-1,-1
367,1,536.91,289.02,79.19,167.10,1,-1,-1,-1
368,1,544.89,287.82,78.06,169.54,1,-1,-1,-1
369,1,551.51,285.38,77.26,173.77,1,-1,-1,-1
370,1,556.55,285.10,74.77,174.05,1,-1,-1,-1
371,1,561.41,285.00,72.77,174.14,1,-1,-1,-1
372,1,564.34,282.99,72.71,177.47,1,-1,-1,-1
373,1,569.05,282.23,71.71,178.05,1,-1,-1,-1
374,1,575.35,285.90,70.47,173.64,1,-1,-1,-1
375,1,580.30,285.98,70.51,173.76,1,-1,-1,-1
377,1,583.10,319.87,64.49,152.84,1,-1,-1,-1
378,1,587.47,323.34,63.64,150.83,1,-1,-1,-1
533,2,566.67,329.72,64.21,130.12,1,-1,-1,-1
534,2,567.31,341.26,58.78,119.11,1,-1,-1,-1
536,2,553.02,292.29,82.84,167.75,1,-1,-1,-1
537,2,550.10,287.99,85.05,172.71,1,-1,-1,-1
538,2,545.77,287.96,83.96,171.09,1,-1,-1,-1
539,2,540.14,285.66,84.91,174.69,1,-1,-1,-1
540,2,534.25,283.63,83.78,175.89,1,-1,-1,-1
541,2,526.97,283.04,81.78,176.17,1,-1,-1,-1
542,2,521.98,282.33,79.05,176.09,1,-1,-1,-1
543,2,516.26,281.55,77.37,177.22,1,-1,-1,-1
544,2,514.24,281.39,75.35,178.18,1,-1,-1,-1
545,2,504.72,282.10,73.42,176.47,1,-1,-1,-1
546,2,501.00,281.84,73.12,178.31,1,-1,-1,-1
547,2,495.90,279.58,74.09,180.70,1,-1,-1,-1
569,2,384.54,270.61,79.07,190.41,1,-1,-1,-1
570,2,386.79,274.49,77.05,185.05,1,-1,-1,-1
571,2,382.50,274.52,76.98,184.90,1,-1,-1,-1
572,2,376.90,275.71,72.05,182.54,1,-1,-1,-1
573,2,376.20,275.97,69.89,181.33,1,-1,-1,-1
574,2,373.56,273.35,67.40,184.99,1,-1,-1,-1
575,2,370.58,273.05,64.79,185.01,1,-1,-1,-1
576,2,366.53,270.95,63.37,185.68,1,-1,-1,-1
577,2,360.82,269.50,62.27,186.59,1,-1,-1,-1
578,2,354.49,268.32,61.94,187.59,1,-1,-1,-1
579,2,350.32,269.21,61.76,187.30,1,-1,-1,-1
580,2,341.17,269.58,63.99,187.84,1,-1,-1,-1
581,2,333.68,269.73,66.01,186.71,1,-1,-1,-1
582,2,322.33,270.47,70.98,189.59,1,-1,-1,-1
583,2,315.30,272.73,76.11,191.98,1,-1,-1,-1
584,2,312.26,270.31,80.53,196.81,1,-1,-1,-1
585,2,312.81,270.69,83.07,197.31,1,-1,-1,-1
586,2,312.09,269.54,84.37,198.12,1,-1,-1,-1
587,2,308.24,263.20,87.08,204.29,1,-1,-1,-1
588,2,302.98,266.66,85.52,198.80,1,-1,-1,-1
589,2,296.16,264.75,86.22,200.54,1,-1,-1,-1
590,2,286.41,266.03,85.40,197.22,1,-1,-1,-1
591,2,283.53,266.54,83.09,195.25,1,-1,-1,-1
592,2,277.95,265.42,81.66,195.82,1,-1,-1,-1
593,2,268.47,265.67,80.37,198.00,1,-1,-1,-1
594,2,263.05,260.52,78.69,201.45,1,-1,-1,-1
595,2,255.26,263.16,75.47,194.88,1,-1,-1,-1
596,2,251.83,263.56,74.34,193.62,1,-1,-1,-1
597,2,249.97,261.07,74.83,197.81,1,-1,-1,-1
598,2,244.59,260.46,74.96,198.16,1,-1,-1,-1
633,5,10.45,252.56,98.44,220.44,1,-1,-1,-1
634,5,9.10,250.75,99.79,221.48,1,-1,-1,-1
